annee_candidature;numero_candidat;classement;nom;prenom;sexe;date_naissance;nationalite;code_postal;ville;pays;boursier;profil_candidat;numero_ine;type_etablissement;libelle_etablissement;commune_etablissement;departement_etablissement;pays_etablissement;niveau_etudes_actuel;type_formation;serie;dominante;specialite;lv1;lv2;diplome;diplome_serie;diplome_dominante;diplome_specialite;diplome_mention;diplome_mois_annee_obtention_bac
2018-2019;1213517;;MALET;Wayne;M;1998-03-13;FR;49070;Beaucouzé;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;K223801423K;I.U.T;I.U.T. Angers-Cholet;Angers;49;France;2nd année d'études supérieures;DUT;DUT - Production;;Génie électrique et informatique industrielle;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis mention Assez Bien;07/2016   
2018-2019;1253959;;MALHERBE;Briscoe;M;1997-06-15;FR;44300;Nantes;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;Y130544218U;Université;Université de Nantes;Nantes;44;France;2nd année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;Informatique;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;Admis mention Assez Bien;07/2015   
2018-2019;137339;;MANGIN;Derren;M;2000-07-13;FR;49530;Orée d'Anjou;France;Non;En Terminale;L186836878T;Lycée à classe postbac;Lycée Eugène Livet;Nantes;44;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;723028;;MANGIN;Laurent;M;2000-03-25;FR;44140;Le Bignon;France;Non;En Terminale;P245683715K;Lycée à classe postbac;Lycée Jean Perrin;Rezé;44;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;667403;;MARCEAU;Baudouin;M;2000-07-03;FR;22000;Saint-Brieuc;France;Non;En Terminale;F231222045S;Lycée à classe postbac;Lycée Ernest Renan;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;579209;;MARCEL;Jep;M;2000-07-27;FR;85700;Sèvremont;France;Non;En Terminale;N631542872G;Lycée à classe postbac;Lycée N D De La Tourteliere;Pouzauges;85;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;182489;;MARCEL;Kimball;M;2000-11-30;FR;56190;Muzillac;France;Non;En Terminale;X676981732C;Lycée à classe postbac;Lycée St Paul;Vannes;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;137269;;MARCEL;Shiloh;M;2000-07-21;FR;44100;Nantes;France;Non;En Terminale;X240022204D;Lycée à classe postbac;Lycée Eugène Livet;Nantes;44;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;436408;;MARCON;Godric;M;2000-02-18;FR;22290;Goudelin;France;Non;En Terminale;S112424228M;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;501362;;MARIANI;Basil;M;2000-01-15;FR;35520;La Chapelle-des-Fougeretz;France;Non;En Terminale;O143595660V;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;278148;;MARQUET;Xerxes;M;1995-10-28;FR;56620;Pont-Scorff;France;Non;En Terminale;Y483278482W;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;834242;;MARTEAU;Pierre;M;2000-11-04;FR;78730;Sainte-Mesme;France;Non;En Terminale;N130887853V;Lycée à classe postbac;Lycée polyvalent Nikola Tesla;Dourdan;91;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;887697;;MARTIAL;Durward;M;2001-12-27;FR;22440;Ploufragan;France;Oui;En Terminale;S695958478G;Lycée sans classe postbac;Lycée St Pierre;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1014894;;MARTIAL;Édouard;M;1998-09-02;FR;22300;Lannion;France;Non;Non scolarisé;G810218005Z;;;;;;;;;;;;;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;277977;;MARTINET;Brad;M;1998-07-22;UE;56560;Guiscriff;France;Non;En Terminale;S603546711M;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;834961;;MARTINI;Tobin;M;2000-11-03;FR;85000;La Roche-sur-Yon;France;Non;En Terminale;Q551848961U;Lycée à classe postbac;LGT SAINT-FRANCOIS D'ASSISE;La Roche-sur-Yon;85;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;1197200;;MARY;Loup;M;1999-10-29;FR;22110;Glomel;France;Non;Non scolarisé;U442291374C;Lycée à classe postbac;Lycée Aristide Briand;Saint-Nazaire;44;France;1ère année d'études supérieures;CPGE;;;;;;Bac français obtenu;Sciences et Technologies de l'Industrie et du Développement Durable;;Architecture et construction;Admis mention Bien;07/2017   
2018-2019;279864;;MARZIN;Greig;M;2000-12-27;FR;29280;Plouzané;France;Non;En Terminale;V777647738D;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2018-2019;1240068;;MARZIN;Rafe;M;1994-09-28;FR;29160;Crozon;France;Non;Scolarisé dans le supérieur en France;P836443403Q;Université;Université de Brest;Brest;29;France;3ème année d'études supérieures;Licences;Licence - Sciences humaines et sociales;;Sciences et Techniques des Activités Physiques et Sportives;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;Admis sans mention;07/2012   
2018-2019;501403;;MAS;Branden;M;2000-08-16;FR;35220;Châteaubourg;France;Non;En Terminale;R104756812L;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;571036;;MAS;Jaye;M;2000-11-06;FR;22000;Saint-Brieuc;France;Non;En Terminale;G847941655R;Lycée à classe postbac;Lycée Francois Rabelais;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;400449;;MASSET;Debora;F;1998-11-01;FR;29280;Locmaria-Plouzané;France;Non;En Terminale;X386852648O;Lycée sans classe postbac;Lycée professionnel Jules Lesven;Brest;29;France;Terminale;Terminale;P;;Métiers de la mode option vêtement;Anglais;;Bac en préparation;Professionnelle;;Métiers de la mode option vêtement;;
2018-2019;436110;;MASSOT;Buddy;M;2000-11-08;FR;22300;Trédrez-Locquémeau;France;Non;En Terminale;T097506211Z;Lycée à classe postbac;Lycée Felix Le Dantec;Lannion;22;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;168680;;MASSOT;Osmund;M;1999-05-29;FR;14230;Saint-Germain-du-Pert;France;Non;En Terminale;H241757425X;Lycée à classe postbac;Lycée Arcisse De Caumont;Bayeux;14;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;246171;;MATHEY;Albertine;F;2000-04-06;FR;28300;Mainvilliers;France;Non;En Terminale;B639118989M;Lycée à classe postbac;Lycée Jehan De Beauce;Chartres;28;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;439114;;MATHIAS;Amyas;M;1999-11-08;FR;56320;Le Faouët;France;Non;En Terminale;F313508889U;Lycée à classe postbac;Lycée de Kerneuzec;Quimperlé;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;462985;;MATHIS;Collin;M;2000-09-03;FR;29000;Quimper;France;Non;En Terminale;H681318856Y;Lycée à classe postbac;Lycée Auguste Brizeux;Quimper;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;644125;;MATHIS;Morton;M;2000-01-01;FR;35200;Rennes;France;Non;En Terminale;S328274044K;Lycée à classe postbac;Lycée Bréquigny;Rennes;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;536530;;MATHON;Cullen;M;2000-10-02;FR;22410;Saint-Quay-Portrieux;France;Oui;En Terminale;Y690767764A;Lycée à classe postbac;Lycée Eugene Freyssinet;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;856007;;MATHON;Ozzie;M;2000-05-03;FR;29160;Lanvéoc;France;Non;En Terminale;T179014929V;Lycée à classe postbac;Lycée Naval;Brest;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;277857;;MATTEI;Corbin;M;1999-01-20;FR;56700;Hennebont;France;Non;En Terminale;J422024502V;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;657181;;MATTEI;Tyrone;M;2001-02-11;FR;35620;Teillay;France;Non;En Terminale;C365868257Q;Lycée sans classe postbac;Lycée Jean Brito;Bain-de-Bretagne;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;1074845;;MAURER;Donat;M;1992-10-23;FR;78210;Saint-Cyr-l'Ecole;France;Non;Non scolarisé;P061572466H;Université;Université de Versailles - Saint Quentin en Yvelines;Versailles;78;France;4ème année d'études supérieures ou plus;Master;;;;;;Bac français obtenu;Economique et social;;Sciences économiques et sociales;Admis sans mention;07/2011   
2018-2019;337156;;MAURICE;Dollie;F;2000-02-12;FR;29410;Saint-Thégonnec Loc-Eguiner;France;Non;En Terminale;I214784076J;Lycée à classe postbac;Lycée De L'Elorn;Landerneau;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;750344;;MAURIN;Lockie;M;2000-04-20;FR;29400;Guimiliau;France;Oui;En Terminale;V447465965C;Lycée sans classe postbac;Lycée St Esprit;Landivisiau;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;256801;;MAURY;Amalric;M;1998-09-07;FR;14710;Formigny La Bataille;France;Non;En Terminale;J547473992X;Lycée sans classe postbac;Lycée Alain Chartier;Bayeux;14;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;;
2018-2019;634669;;MAURY;Jeffry;M;2000-10-21;FR;29710;Plozévet;France;Non;En Terminale;N143641184C;Lycée à classe postbac;Lycée Le Likès;Quimper;29;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;279994;;MAURY;Radcliff;M;2000-08-01;FR;56140;Pleucadeuc;France;Non;En Terminale;M077372644P;Lycée à classe postbac;Lycée La Mennais;Ploërmel;56;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;510964;;MAYER;Dax;M;2000-05-22;FR;56400;Pluneret;France;Non;En Terminale;K383442723K;Lycée à classe postbac;Lycée Benjamin Franklin;Auray;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;416479;;MAYER;Lovell;M;2000-08-03;FR;44680;Sainte-Pazanne;France;Non;En Terminale;P551271252E;Lycée sans classe postbac;Lycée Alcide D'Orbigny;Bouaye;44;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;474833;;MAZE;Maitland;M;2000-05-11;FR;22550;Matignon;France;Non;En Terminale;W887062123S;Lycée à classe postbac;Lycée Henri Avril;Lamballe;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;479160;;MAZE;Wyatt;M;2000-06-29;FR;35220;Châteaubourg;France;Non;En Terminale;Y452916451N;Lycée à classe postbac;Lycée Bertrand D'Argentre;Vitré;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;565505;;MAZEAU;Thaddeus;M;1999-10-12;FR;49680;Vivy;France;Non;En Terminale;O298441251L;Lycée à classe postbac;Lycée polyvalent Carnot - Bertin;Saumur;49;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Allemand;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;536505;;MAZEAU;Zander;M;2001-06-28;FR;22190;Plérin;France;Oui;En Terminale;D828236351O;Lycée à classe postbac;Lycée Eugene Freyssinet;Saint-Brieuc;22;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2018-2019;519734;;MAZET;Timothée;M;1999-12-10;FR;35135;Chantepie;France;Non;En Terminale;G335171924Q;Lycée à classe postbac;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;279817;;MENAGER;Gore;M;2000-01-06;FR;29560;Trégarvan;France;Oui;En Terminale;V163026511O;Lycée à classe postbac;Lycée Vauban;Brest;29;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;501390;;MENGUY;Franck;M;2000-03-21;FR;35340;Liffré;France;Non;En Terminale;C140001888Y;Lycée à classe postbac;Lycée Joliot-Curie;Rennes;35;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;861371;;MENGUY;Herbie;M;2000-03-22;FR;35160;Montfort-sur-Meu;France;Non;En Terminale;O323642293L;Lycée sans classe postbac;Lycée La Providence;Montauban-de-Bretagne;35;France;Terminale;Terminale;STI2D;;Energies et environnement;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Energies et environnement;;
2018-2019;668212;;MENU;Ulric;M;2000-04-27;FR;53150;Livet;France;Non;En Terminale;L853238341C;Lycée sans classe postbac;Lycée Notre-Dame D'Orveau;Nyoiseau;49;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Allemand;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;278046;;MERLET;Joceline;F;2000-12-05;FR;56100;Lorient;France;Non;En Terminale;D118443033I;Lycée à classe postbac;Lycée Jean-Baptiste Colbert;Lorient;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1111475;;MERLET;Larry;M;1999-02-11;FR;22540;Pédernec;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;O123058698V;Université;Université de Brest;Brest;29;France;1ère année d'études supérieures;Licences;Licence - Sciences - technologies - santé;;Informatique;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis sans mention;07/2016   
2018-2019;505611;;MESSAGER;Delmar;M;2000-07-08;FR;29860;Plabennec;France;Non;En Terminale;H809535848G;Lycée à classe postbac;Lycée La Pérouse - Kerichen;Brest;29;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;659017;;MESTRE;Jefferson;M;1999-11-10;FR;22360;Langueux;France;Non;En Terminale;S315721345Z;Lycée à classe postbac;Lycée Chaptal;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;379459;;METAYER;Phil;M;2000-05-26;FR;22100;Dinan;France;Non;En Terminale;E663113538J;Lycée à classe postbac;Lycée De La Fontaine Des Eaux;Dinan;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;269451;;METZGER;Lexia;F;2000-06-10;FR;35250;Chasné-sur-Illet;France;Non;En Terminale;R783383530K;Lycée à classe postbac;Lycée Francois René De Chateaubriand;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Physique-chimie;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Physique-chimie;;
2018-2019;573251;;MEVEL;Freddy;M;2000-07-15;FR;35530;Noyal-sur-Vilaine;France;Non;En Terminale;K651895958L;Lycée à classe postbac;Lycée ASSOMPTION;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;739774;;MICHAUT;Buster;M;2001-06-06;FR;60300;Senlis;France;Non;En Terminale;U332704271N;Lycée sans classe postbac;Lycée Saint Dominique;Mortefontaine;60;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;137182;;MICHAUT;Garnette;F;2000-09-20;FR;44800;Saint-Herblain;France;Oui;En Terminale;G213435365N;Lycée à classe postbac;Lycée Eugène Livet;Nantes;44;France;Terminale;Terminale;S;Sciences de l'ingénieur;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Mathématiques;;
2018-2019;835030;;MICHAUT;Hervey;M;2000-08-28;FR;85000;La Roche-sur-Yon;France;Non;En Terminale;M287443371W;Lycée à classe postbac;LGT SAINT-FRANCOIS D'ASSISE;La Roche-sur-Yon;85;France;Terminale;Terminale;S;Sciences de l'ingénieur;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de l'ingénieur;Informatique et Sciences du numérique;;
2018-2019;659050;;MICHAUT;Mat;M;2000-08-08;FR;22120;Pommeret;France;Non;En Terminale;H971747419S;Lycée à classe postbac;Lycée Chaptal;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de l'ingénieur;Pas de spécialité (S.I);Espagnol;Anglais;Bac en préparation;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);;
2018-2019;772939;;MICHELET;Egbert;M;2000-06-19;FR;22130;Créhen;France;Oui;En Terminale;M815436558P;Lycée à classe postbac;Lycée Les Cordeliers Notre Dame de la Victoire;Dinan;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;394867;;MIGNON;Everett;M;2000-04-20;FR;35200;Rennes;France;Non;En Terminale;G362167867H;Lycée à classe postbac;Lycée St Martin;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;479372;;MIGNOT;Morton;M;2000-05-04;FR;35500;Vitré;France;Non;En Terminale;P944414129B;Lycée à classe postbac;Lycée Bertrand D'Argentre;Vitré;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1024895;;MILLE;Precious;M;1987-03-10;Hors UE;29200;Brest;France;Non;Non scolarisé;K703143531N;;;;;;;;;;;;;Bac français obtenu;Professionnelle;;Ouvrage du bâtiment : metallerie;Admis mention Assez Bien;06/2009   
2018-2019;1111720;;MILON;Alden;M;1997-06-09;FR;22000;Saint-Brieuc;France;Boursier de l'enseignement supérieur;Scolarisé dans le supérieur en France;R235862625T;Université;Université de Rennes 2;Rennes;35;France;2nd année d'études supérieures;Licences;Licence - Arts-lettres-langues;;Langues, littératures & civilisations étrangères et régionales;;;Bac français obtenu;Scientifique;Sciences de l'ingénieur;Pas de spécialité (S.I);Admis mention Assez Bien;07/2015   
2018-2019;519890;;MILON;Caleb;M;2000-12-06;FR;35220;Marpiré;France;Non;En Terminale;D168198237C;Lycée à classe postbac;Lycée Frédéric OZANAM;Cesson-Sévigné;35;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Espagnol;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;148243;;MILON;Jeremiah;M;2000-09-28;FR;44450;Divatte-sur-Loire;France;Non;En Terminale;R836472174U;Lycée à classe postbac;Lycée La Herdrie;Basse-Goulaine;44;France;Terminale;Terminale;ES;;Mathématiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Mathématiques;;
2018-2019;845769;;MILON;Thibault;M;2000-04-07;FR;49150;Baugé-en-Anjou;France;Non;En Terminale;V218231288C;Lycée à classe postbac;Lycée D'Estournelles De Constant;La Flèche;72;France;Terminale;Terminale;STI2D;;Système informatique et numérique;Anglais;Allemand;Bac en préparation;Sciences et Technologies de l'Industrie et du Développement Durable;;Système informatique et numérique;;
2018-2019;876250;;MINET;Christi;F;2000-10-14;FR;56440;Languidic;France;Non;En Terminale;I288501811B;Lycée sans classe postbac;Lycée Notre Dame Du Voeu;Hennebont;56;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Allemand;Anglais;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;1116749;;MIQUEL;Gladwyn;M;1997-12-26;FR;56870;Baden;France;Non;Scolarisé dans le supérieur en France;Q784088308N;Université;Université de Bretagne Sud - Site de Vannes;Vannes;56;France;2nd année d'études supérieures;Licences;Licence - Droit-économie-gestion;;Economie et gestion;;;Bac français obtenu;Scientifique;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;Admis mention Assez Bien;07/2014   
2018-2019;149911;;MOINE;Freddy;M;2000-02-15;FR;22000;Saint-Brieuc;France;Non;En Terminale;R127849886W;Lycée sans classe postbac;Lycée Saint-Charles;Saint-Brieuc;22;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
2018-2019;573226;;MOLINA;Jen;F;2000-09-12;FR;35235;Thorigné-Fouillard;France;Non;En Terminale;P248412449F;Lycée à classe postbac;Lycée ASSOMPTION;Rennes;35;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Mathématiques;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Mathématiques;;
2018-2019;379533;;MOLINIER;Beauregard;M;2000-04-27;FR;22100;Lanvallay;France;Non;En Terminale;M468310857W;Lycée à classe postbac;Lycée De La Fontaine Des Eaux;Dinan;22;France;Terminale;Terminale;ES;;Sciences sociales et politiques;Anglais;Espagnol;Bac en préparation;Economique et social;;Sciences sociales et politiques;;
2018-2019;579620;;MOLINIER;Freeman;M;2000-06-10;FR;41000;Saint-Denis-sur-Loire;France;Non;En Terminale;B810577393J;Lycée sans classe postbac;Lycée Notre Dame Des Aydes;Blois;41;France;Terminale;Terminale;S;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;Anglais;Espagnol;Bac en préparation;Scientifique;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;;
