annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;23411344478;M026768551S;DUCLOS;Thom;1998-10-17;M;FRANCAIS(E);35200;RENNES;Personne sans activite professionnelle;Technicien;TI2D;B;2017;56;0560026Z;COLBERT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;47157211216;D638145862Q;MORO;Ritchie;1998-12-29;M;FRANCAIS(E);22440;LA MEAUGON;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220056S;RABELAIS;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;47157211216;D638145862Q;MORO;Ritchie;1998-12-29;M;FRANCAIS(E);22440;LA MEAUGON;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2016;22;0220056S;RABELAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;14857474806;V221874282E;BOUCHEZ;Clem;1998-02-13;M;FRANCAIS(E);56300;MALGUENAC;Personne sans activite professionnelle;Sans profession +60 ans (hors retraité);S;P;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;14857474806;V221874282E;BOUCHEZ;Clem;1998-02-13;M;FRANCAIS(E);56300;MALGUENAC;Personne sans activite professionnelle;Person. service direct aux particuliers;S;P;2017;22;0220027K;LYCEE GENERAL ET TECHNOLOGIQUE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;34145747772;B447325894C;LAUDE;Orville;1998-07-17;M;FRANCAIS(E);56120;FORGES-DE-LANOUEE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;B;2017;56;0560105K;PRIVE LA MENNAIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;34145747772;B447325894C;LAUDE;Orville;1998-07-17;M;FRANCAIS(E);56120;FORGES-DE-LANOUEE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;37430880684;F317325099S;CHAMBON;Colombain;1998-10-29;M;FRANCAIS(E);22550;HENANBIHEN;Personne sans activite professionnelle;Artisan;TI2D;B;2016;22;0220058U;CHAPTAL;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;37430880684;F317325099S;CHAMBON;Colombain;1998-10-29;M;FRANCAIS(E);22550;HENANBIHEN;Personne sans activite professionnelle;Artisan;TI2D;B;2016;22;0220058U;CHAPTAL;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;76224510639;A877345584U;PROUST;Mark;1998-08-25;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Technicien;S;AB;2016;29;0290008B;AMIRAL RONARC H;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;76224510639;A877345584U;PROUST;Mark;1998-08-25;M;FRANCAIS(E);29200;BREST;Non renseigne (inconnu);Technicien;S;AB;2016;29;0290008B;AMIRAL RONARC H;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;11176720602;M064858378K;GEOFFROY;Terance;1998-12-18;M;FRANCAIS(E);35170;BRUZ;Technicien;Professeur, profession scientifique;S;AB;2016;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;11176720602;M064858378K;GEOFFROY;Terance;1998-12-18;M;FRANCAIS(E);35170;BRUZ;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2016;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;H;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;65840347425;A744468373Y;PERON;Leon;1998-05-30;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;C;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;65840347425;A744468373Y;PERON;Leon;1998-05-30;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;65840347425;A744468373Y;PERON;Leon;1998-05-30;M;FRANCAIS(E);29900;CONCARNEAU;Personne sans activite professionnelle;Chef entreprise 10 salaries ou plus;TI2D;TB;2017;29;0290071V;YVES THEPOT;A;
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;63598760921;S386213822N;MAYER;Roosevelt;1998-03-10;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Technicien;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;63598760921;S386213822N;MAYER;Roosevelt;1998-03-10;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;63598760921;S386213822N;MAYER;Roosevelt;1998-03-10;M;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Ouvrier qualifie;TI2D;AB;2016;29;0290159R;PRIVE ST SEBASTIEN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;53672722186;S869438613P;DECLERCQ;Gabriel;1999-11-18;M;FRANCAIS(E);56250;SULNIAC;Personne sans activite professionnelle;Artisan;S;P;2017;56;0561641E;MARCELIN BERTHELOT;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;53672722186;S869438613P;DECLERCQ;Gabriel;1999-11-18;M;FRANCAIS(E);56250;SULNIAC;Personne sans activite professionnelle;Artisan;S;P;2017;56;0561641E;MARCELIN BERTHELOT;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;26322316987;W586916353X;DOUBLET;Bart;1998-10-10;M;FRANCAIS(E);29120;PONT-L'ABBE;Personne sans activite professionnelle;Contremaitre-agent de maitrise;TI2D;B;2016;29;0290071V;YVES THEPOT;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;26322316987;W586916353X;DOUBLET;Bart;1998-10-10;M;FRANCAIS(E);29120;PONT-L'ABBE;Personne sans activite professionnelle;Contremaitre-agent de maitrise;TI2D;B;2016;29;0290071V;YVES THEPOT;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;83357538195;W201925593P;MINIER;Godfrey;1998-12-11;M;FRANCAIS(E);22480;SAINT-NICOLAS-DU-PELEM;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;83357538195;W201925593P;MINIER;Godfrey;1998-12-11;M;FRANCAIS(E);22480;SAINT-NICOLAS-DU-PELEM;Personne sans activite professionnelle;Employe de commerce;S;AB;2016;22;0220107X;PRIVE NOTRE DAME CAMPOSTAL;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;51154653012;I115348542L;HUYGHE;Zach;1998-01-14;M;FRANCAIS(E);29850;GOUESNOU;Non renseigne (inconnu);Retraité ancien  employé et ouvrier;S;P;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;51154653012;I115348542L;HUYGHE;Zach;1998-01-14;M;FRANCAIS(E);29850;GOUESNOU;Non renseigne (inconnu);Retraité ancien  employé et ouvrier;S;P;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;75224931232;N951620583I;COUDERT;Durward;1998-07-28;M;FRANCAIS(E);35720;PLEUGUENEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352533N;Lycée F.R de Chateaubriand COMBOURG;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;75224931232;N951620583I;COUDERT;Durward;1998-07-28;M;FRANCAIS(E);35720;PLEUGUENEUC;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0352533N;Lycée F.R de Chateaubriand COMBOURG;A;Bourse enseignement supérieur définitive
2017-2018;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;35888125358;B414118311F;MORILLON;Perceval;1998-06-04;M;FRANCAIS(E);35500;CORNILLE;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;35888125358;B414118311F;MORILLON;Perceval;1998-06-04;M;FRANCAIS(E);35500;CORNILLE;Personne sans activite professionnelle;Technicien;S;AB;2016;35;0350808N;PRIVE JEANNE D ARC DE VITRE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;75541247770;K047357737D;DEMARET;Farley;1999-06-14;M;FRANCAIS(E);22540;PEDERNEC;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2016;50;0500002F;EMILE LITTRE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;75541247770;K047357737D;DEMARET;Farley;1999-06-14;M;FRANCAIS(E);22540;PEDERNEC;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2016;50;0500002F;EMILE LITTRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;92573729837;S322371871L;LAGOUTTE;Reynaud;1998-01-06;M;FRANCAIS(E);29500;ERGUE-GABERIC;Personne sans activite professionnelle;Employe de commerce;TI2D;B;2017;29;0290170C;PRIVE LE LIKES;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;92573729837;S322371871L;LAGOUTTE;Reynaud;1998-01-06;M;FRANCAIS(E);29500;ERGUE-GABERIC;Personne sans activite professionnelle;Employe de commerce;TI2D;B;2017;29;0290170C;PRIVE LE LIKES;A;
2017-2018;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;38351837113;P803261698D;PINOT;Brent;1998-11-09;M;FRANCAIS(E);22600;SAINT-BARNABE;Technicien;Ouvrier qualifie;S;P;2016;22;0221589H;PRIVE ST JOSEPH;C;
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;38351837113;P803261698D;PINOT;Brent;1998-11-09;M;FRANCAIS(E);22600;SAINT-BARNABE;Personne sans activite professionnelle;Ouvrier qualifie;S;P;2016;22;0221589H;PRIVE ST JOSEPH;A;Bourse enseignement supérieur définitive
2018-2019;T10605;DUT INFORMATIQUE 2 ANNEE (Contrat pro.);141;60922581683;S235640824C;PAYEN;Lester;1998-12-02;M;FRANCAIS(E);22300;LANNION;Technicien;Cadre de la fonction publique;S;AB;2016;22;0220102S;PRIVE BOSSUET;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;60922581683;S235640824C;PAYEN;Lester;1998-12-02;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2016;22;0220102S;PRIVE BOSSUET;D;
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;73142758354;O671626042G;DUCHESNE;Mitchell;1998-09-06;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Contremaitre-agent de maitrise;S;P;2016;29;0290181P;PRIVE JAVOUHEY KERBONNE;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;73142758354;O671626042G;DUCHESNE;Mitchell;1998-09-06;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Contremaitre-agent de maitrise;S;P;2016;29;0290181P;PRIVE JAVOUHEY KERBONNE;A;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;21795317234;B085742292X;BILLOT;Trenton;1999-04-22;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2016;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;21795317234;B085742292X;BILLOT;Trenton;1999-04-22;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2016;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;21792544370;L852577546M;CONTE;François;1998-02-19;M;FRANCAIS(E);29590;PONT-DE-BUIS-LES-QUIMERCH;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290156M;PRIVE ST LOUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;21792544370;L852577546M;CONTE;François;1998-02-19;M;FRANCAIS(E);29590;PONT-DE-BUIS-LES-QUIMERCH;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2016;29;0290156M;PRIVE ST LOUIS;E;Bourse enseignement supérieur définitive
2017-2018;T10602;DUT INFORMATIQUE 2 ANNEE;141;76173016554;H415826878U;THUILLIER;Robert;1998-07-18;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2016;29;0290170C;PRIVE LE LIKES;C;Bourse enseignement supérieur définitive
2016-2017;T10601;DUT INFORMATIQUE 1 ANNEE;131;76173016554;H415826878U;THUILLIER;Robert;1998-07-18;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2016;29;0290170C;PRIVE LE LIKES;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;77621121162;J251103372K;MINET;Micheal;1998-09-25;M;FRANCAIS(E);22120;YFFINIAC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220111B;PRIVE ST PIERRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;77621121162;J251103372K;MINET;Micheal;1998-09-25;M;FRANCAIS(E);22120;YFFINIAC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220111B;PRIVE ST PIERRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;61567881857;E326668827I;LANGEVIN;Nic;1999-12-15;M;FRANCAIS(E);22940;PLAINTEL;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;22;0220117H;PRIVE SACRE COEUR;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;61567881857;E326668827I;LANGEVIN;Nic;1999-12-15;M;FRANCAIS(E);22940;PLAINTEL;Personne sans activite professionnelle;Employe civil-agent de service de la FP;TI2D;B;2017;22;0220117H;PRIVE SACRE COEUR;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;69898236662;B562011535W;HERBIN;Laz;1999-10-20;M;FRANCAIS(E);22750;SAINT-JACUT-DE-LA-MER;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;AB;2017;22;0220013V;FONTAINE DES EAUX;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;69898236662;B562011535W;HERBIN;Laz;1999-10-20;M;FRANCAIS(E);22750;SAINT-JACUT-DE-LA-MER;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2017;22;0220013V;FONTAINE DES EAUX;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;22461935577;V508308291E;DANEL;Brandie;1999-03-21;F;FRANCAIS(E);22220;TREGUIER;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;TI2D;TB;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;22461935577;V508308291E;DANEL;Brandie;1999-03-21;F;FRANCAIS(E);22220;TREGUIER;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;TI2D;TB;2017;22;0220023F;FELIX LE DANTEC;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;60777144539;T588890279D;AUFFRET;Seymour;1999-07-15;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;60777144539;T588890279D;AUFFRET;Seymour;1999-07-15;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;60777144539;T588890279D;AUFFRET;Seymour;1999-07-15;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;A;Bourse de l'enseignement supérieur
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;35282300332;J254722358E;LARTIGUE;Joey;1999-11-13;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;35282300332;J254722358E;LARTIGUE;Joey;1999-11-13;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;37660261334;S165592782D;BURGER;Paise;1999-01-29;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;22;0220060W;E.FREYSSINET;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;37660261334;S165592782D;BURGER;Paise;1999-01-29;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;22;0220060W;E.FREYSSINET;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;55509550236;S081836635N;BROUSSE;Josepha;1999-12-23;F;FRANCAIS(E);22810;PLOUNEVEZ-MOEDEC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220018A;AUGUSTE PAVIE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;55509550236;S081836635N;BROUSSE;Josepha;1999-12-23;F;FRANCAIS(E);22810;PLOUNEVEZ-MOEDEC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220018A;AUGUSTE PAVIE;H;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;29667176746;K321369223U;LAFONT;Matt;1999-11-07;M;FRANCAIS(E);22100;SAINT-CARNE;Technicien;Person. service direct aux particuliers;S;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;29667176746;K321369223U;LAFONT;Matt;1999-11-07;M;FRANCAIS(E);22100;SAINT-CARNE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;B;2017;22;0220013V;FONTAINE DES EAUX;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;15187632644;U891177786O;PHILIBERT;Gwilherm;1999-03-21;M;FRANCAIS(E);22700;PERROS-GUIREC;Technicien;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;15187632644;U891177786O;PHILIBERT;Gwilherm;1999-03-21;M;FRANCAIS(E);22700;PERROS-GUIREC;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;33436351348;G055625972B;LANGLET;Jasper;1999-02-14;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;33436351348;G055625972B;LANGLET;Jasper;1999-02-14;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;29;0290044R;DE L ELORN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;25327695818;U713755415U;HEINRICH;Morty;1999-09-09;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;25327695818;U713755415U;HEINRICH;Morty;1999-09-09;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;29;0290044R;DE L ELORN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;21176367214;Z063688441T;BARAT;Larrie;1999-12-23;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;21176367214;Z063688441T;BARAT;Larrie;1999-12-23;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;29;0290044R;DE L ELORN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;67027948358;D638558968D;CARRIER;Lanford;1999-02-24;M;FRANCAIS(E);29000;QUIMPER;Elève/Etudiant;Professeur, profession scientifique;S;AB;2017;29;0290069T;BRIZEUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;67027948358;D638558968D;CARRIER;Lanford;1999-02-24;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;29;0290069T;BRIZEUX;A;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;31802136623;J637184787L;FERRE;Joël;1999-05-18;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2017;29;0290012F;INDUSTRIEL VAUBAN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;31802136623;J637184787L;FERRE;Joël;1999-05-18;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2017;29;0290012F;INDUSTRIEL VAUBAN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;57836713864;T621783237S;BOSC;Lorainne;1999-10-09;F;FRANCAIS(E);29250;PLOUGOULM;Elève/Etudiant;Professeur, profession scientifique;S;P;2017;29;0292047T;DU LEON;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57836713864;T621783237S;BOSC;Lorainne;1999-10-09;F;FRANCAIS(E);29250;PLOUGOULM;Personne sans activite professionnelle;Professeur, profession scientifique;S;P;2017;29;0292047T;DU LEON;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;24168527372;D344138139M;KEMPF;Hyram;1999-10-07;M;FRANCAIS(E);22300;LANNION;Elève/Etudiant;Employe civil-agent de service de la FP;S;AB;2017;29;0290010D;HARTELOIRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;24168527372;D344138139M;KEMPF;Hyram;1999-10-07;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2017;29;0290010D;HARTELOIRE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;63481810054;P781632166O;MOUSSET;Denzel;1999-12-14;M;FRANCAIS(E);35131;PONT-PEAN;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;63481810054;P781632166O;MOUSSET;Denzel;1999-12-14;M;FRANCAIS(E);35131;PONT-PEAN;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;91637925502;E687570765C;COLLOT;Gavin;1999-08-02;M;FRANCAIS(E);35230;NOYAL-CHATILLON-SUR-SEICHE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2017;35;0350028R;BREQUIGNY STS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;91637925502;E687570765C;COLLOT;Gavin;1999-08-02;M;FRANCAIS(E);35230;NOYAL-CHATILLON-SUR-SEICHE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2017;35;0350028R;BREQUIGNY STS;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;78638626734;J111553877C;DESHAYES;Ralph;1999-09-12;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;78638626734;J111553877C;DESHAYES;Ralph;1999-09-12;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;78638626734;J111553877C;DESHAYES;Ralph;1999-09-12;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;71676414574;G881302579S;SAMSON;Newton;1999-05-08;M;FRANCAIS(E);35000;RENNES;Technicien;Employe administratif d'entreprise;S;P;2017;35;0350026N;JEAN MACE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;71676414574;G881302579S;SAMSON;Newton;1999-05-08;M;FRANCAIS(E);35000;RENNES;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0350026N;JEAN MACE;A;Bourse enseignement supérieur définitive
